"","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.inst_line","Answer.acrossLabel","Answer.cond","Answer.Qsub1","Answer.Qsub2","Answer.withinLabel","Answer.label","Answer.Qbasic3","Answer.Qbasic1","Answer.Qbasic2","Answer.sample","Answer.acrossTarget","Answer.mainNum","Answer.acrossOther","Answer.click1","Answer.click2","Answer.question1","Answer.question2","Answer.question3","Answer.question4","Answer.Qproper2","Answer.Qproper1","Answer.Qproper3","Answer.withinTarget","Answer.dist","Answer.withinOther","Answer.target","Answer.Qcheck2","Answer.Qcheck1","workerids"
"11","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","2MGK2JE1M7PK32RRSBFZGC07746PWP","Approved","Tue Oct 09 01:14:46 PDT 2012","Mon Sep 24 01:12:48 PDT 2012","Mon Sep 24 01:14:46 PDT 2012","Wed Sep 26 13:23:46 PDT 2012",NA,NA,NA,NA,7,"""wug""",1,1,1,"""fep""",1,0,0,0,0,"""d""",12,"""b""","""correct""","""correct""","true","true","true","true",1,1,1,"""a""","[]","""c""","[]",0,0,"11"
"12","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","28XPQJQ9OPLLG5DUIWOGEKCRLQ4Z1L","Approved","Tue Oct 09 01:16:45 PDT 2012","Mon Sep 24 01:14:28 PDT 2012","Mon Sep 24 01:16:45 PDT 2012","Wed Sep 26 13:23:42 PDT 2012",NA,NA,NA,NA,7,"""tupa""",1,1,1,"""blicket""",1,0,0,0,0,"""b""",12,"""a""","""correct""","""correct""","true","true","true","true",1,1,1,"""d""","[]","""c""","[]",0,0,"12"
"13","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","2RJRLFQ0ONNVAA7KDT0EMRBASS5JS5","Approved","Tue Oct 09 01:17:26 PDT 2012","Mon Sep 24 01:15:39 PDT 2012","Mon Sep 24 01:17:26 PDT 2012","Wed Sep 26 13:23:46 PDT 2012",NA,NA,NA,NA,7,"""fep""",2,0,0,"""blicket""",1,0,0,0,1,"""a""",12,"""b""","""correct""","""correct""","true","true","true","true",1,1,1,"""c""","[]","""d""","[]",0,0,"13"
"14","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","26R9RNDWIOV1B0YNZIKG0131Z4IGV3","Approved","Tue Oct 09 01:19:30 PDT 2012","Mon Sep 24 01:17:49 PDT 2012","Mon Sep 24 01:19:30 PDT 2012","Wed Sep 26 13:23:44 PDT 2012",NA,NA,NA,NA,7,"""tupa""",2,1,1,"""wug""",1,0,0,0,1,"""c""",12,"""a""","""correct""","""correct""","true","true","true","true",1,1,1,"""b""","[]","""d""","[]",0,0,"14"
"15","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","2JXSW6NG1FS36RTJ7361LZS2777JXD","Approved","Tue Oct 09 01:19:33 PDT 2012","Mon Sep 24 01:17:39 PDT 2012","Mon Sep 24 01:19:33 PDT 2012","Wed Sep 26 13:23:49 PDT 2012",NA,NA,NA,NA,7,"""blicket""",1,1,1,"""wug""",1,0,0,0,0,"""a""",12,"""c""","""correct""","""correct""","true","true","true","true",1,1,1,"""d""","[]","""b""","[]",0,0,"15"
"16","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","21B85OZIZEHMT3VMKTH5KWP072WBZH","Approved","Tue Oct 09 01:25:10 PDT 2012","Mon Sep 24 01:22:59 PDT 2012","Mon Sep 24 01:25:10 PDT 2012","Wed Sep 26 13:23:49 PDT 2012",NA,NA,NA,NA,7,"""wug""",2,1,1,"""tupa""",1,0,0,0,1,"""a""",12,"""c""","""correct""","""correct""","true","true","true","true",1,1,1,"""b""","[]","""d""","[]",0,0,"16"
"17","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","21A8IUB2YU982AYTHGUL6FBMVNYK85","Approved","Tue Oct 09 01:26:21 PDT 2012","Mon Sep 24 01:24:35 PDT 2012","Mon Sep 24 01:26:21 PDT 2012","Wed Sep 26 13:23:45 PDT 2012",NA,NA,NA,NA,7,"""fep""",1,1,1,"""blicket""",1,0,0,0,0,"""d""",12,"""c""","""correct""","""correct""","true","true","true","true",1,1,1,"""a""","[]","""b""","[]",0,0,"17"
"18","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","2RSJPPSI2KYE8EYP3ABLS6WMPTKKQG","Approved","Tue Oct 09 01:32:03 PDT 2012","Mon Sep 24 01:29:53 PDT 2012","Mon Sep 24 01:32:03 PDT 2012","Wed Sep 26 13:23:49 PDT 2012",NA,NA,NA,NA,7,"""wug""",1,1,0,"""blicket""",1,0,0,0,0,"""c""",12,"""b""","""correct""","""correct""","true","true","true","true",1,1,1,"""d""","[]","""a""","[]",0,0,"18"
"19","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","29EAZHHRRLFQJHTNRW81QHOC0L2EN4","Approved","Tue Oct 09 01:36:32 PDT 2012","Mon Sep 24 01:34:19 PDT 2012","Mon Sep 24 01:36:32 PDT 2012","Wed Sep 26 13:23:50 PDT 2012",NA,NA,NA,NA,7,"""tupa""",2,1,1,"""blicket""",1,0,0,0,1,"""d""",12,"""b""","""correct""","""correct""","true","true","true","true",1,1,1,"""c""","[]","""a""","[]",0,0,"19"
"20","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","2QO40SPW1INM094Q0OUNGB6E1RQF2W","Approved","Tue Oct 09 01:42:03 PDT 2012","Mon Sep 24 01:39:04 PDT 2012","Mon Sep 24 01:42:03 PDT 2012","Wed Sep 26 13:23:49 PDT 2012",NA,NA,NA,NA,7,"""tupa""",1,1,1,"""fep""",1,1,0,0,0,"""b""",12,"""d""","""correct""","""correct""","true","true","true","true",1,1,1,"""a""","[]","""c""","[]",1,1,"20"
"21","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","299HRRLFQ0ON6OXHXP8OFEGUXCHHQA","Approved","Tue Oct 09 01:44:24 PDT 2012","Mon Sep 24 01:42:03 PDT 2012","Mon Sep 24 01:44:24 PDT 2012","Wed Sep 26 13:23:44 PDT 2012",NA,NA,NA,NA,7,"""wug""",1,0,0,"""blicket""",1,0,0,0,0,"""b""",12,"""d""","""correct""","""correct""","true","true","true","true",1,1,1,"""c""","[]","""a""","[]",0,0,"21"
"22","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","21T4IXKO2L9207IW6BO34OCF15NCDR","Approved","Tue Oct 09 01:45:47 PDT 2012","Mon Sep 24 01:44:32 PDT 2012","Mon Sep 24 01:45:47 PDT 2012","Wed Sep 26 13:23:42 PDT 2012",NA,NA,NA,NA,7,"""wug""",1,1,1,"""blicket""",1,0,0,0,0,"""d""",12,"""c""","""correct""","""correct""","true","true","true","true",1,1,1,"""b""","[]","""a""","[]",0,0,"22"
"23","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","2OJSQV66RLPH1M9HR11VQI659O25DD","Approved","Tue Oct 09 01:50:08 PDT 2012","Mon Sep 24 01:48:04 PDT 2012","Mon Sep 24 01:50:08 PDT 2012","Wed Sep 26 13:23:48 PDT 2012",NA,NA,NA,NA,7,"""blicket""",2,1,1,"""wug""",1,0,0,0,1,"""a""",12,"""c""","""correct""","""correct""","true","true","true","true",1,1,1,"""b""","[]","""d""","[]",0,0,"23"
"24","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","2REVHVKCJ0113VD4FC0KWW64USG86Q","Approved","Tue Oct 09 01:51:37 PDT 2012","Mon Sep 24 01:48:55 PDT 2012","Mon Sep 24 01:51:37 PDT 2012","Wed Sep 26 13:23:41 PDT 2012",NA,NA,NA,NA,7,"""wug""",1,1,1,"""tupa""",1,0,0,0,0,"""c""",12,"""a""","""correct""","""correct""","true","true","true","true",1,1,1,"""b""","[]","""d""","[]",0,0,"24"
"25","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","21A8IUB2YU982AYTHGUL6FBMVN08KV","Approved","Tue Oct 09 02:00:23 PDT 2012","Mon Sep 24 01:58:05 PDT 2012","Mon Sep 24 02:00:23 PDT 2012","Wed Sep 26 13:23:47 PDT 2012",NA,NA,NA,NA,7,"""wug""",2,0,0,"""tupa""",1,0,0,0,1,"""a""",12,"""c""","""correct""","""correct""","true","true","true","false",0,1,0,"""d""","[]","""b""","[]",0,0,"25"
"26","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","2FKW6NG1FS3NHGPBUKSF5SZOO22KYK","Approved","Tue Oct 09 02:03:57 PDT 2012","Mon Sep 24 02:01:33 PDT 2012","Mon Sep 24 02:03:57 PDT 2012","Wed Sep 26 13:23:45 PDT 2012",NA,NA,NA,NA,7,"""wug""",1,0,0,"""tupa""",1,0,0,0,0,"""c""",12,"""a""","""correct""","""correct""","true","true","true","true",1,1,0,"""b""","[]","""d""","[]",0,0,"26"
"27","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","23H9RA7S5WM1P24SKKY0PMHOWN5ZUO","Approved","Tue Oct 09 02:10:43 PDT 2012","Mon Sep 24 02:09:01 PDT 2012","Mon Sep 24 02:10:43 PDT 2012","Wed Sep 26 13:23:42 PDT 2012",NA,NA,NA,NA,7,"""wug""",1,1,1,"""tupa""",1,0,0,0,0,"""a""",12,"""d""","""correct""","""correct""","true","true","true","true",1,1,1,"""c""","[]","""b""","[]",0,0,"27"
"28","28J4IXKO2L9207IW6BO34OCD48XCDA","2DR2AOO2GMMEZHUGMX3MCIAA23K66V","Play a fun object learning game! (4 mins)","Object-learning experiment (4 mins)","experiment, psychology, game","$0.30","Mon Sep 24 00:51:06 PDT 2012",150,0,0,150,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Mon Oct 01 00:51:06 PDT 2012","http://requester.mturk.com/mturk/manageHIT?HITId=28J4IXKO2L9207IW6BO34OCD48XCDA","2O41PC6SK9RJRYUZE45HSAAS8T12QF","Approved","Tue Oct 09 02:14:46 PDT 2012","Mon Sep 24 02:12:26 PDT 2012","Mon Sep 24 02:14:46 PDT 2012","Wed Sep 26 13:23:41 PDT 2012",NA,NA,NA,NA,7,"""tupa""",2,1,0,"""fep""",1,0,0,0,1,"""b""",12,"""c""","""correct""","""false""","true","true","true","true",1,1,1,"""a""","[]","""d""","[]",1,1,"28"
